2.5,402
7.5,292
12.5,231
17.5,182
22.5,235
27.5,279
32.5,245
37.5,296
42.5,237
47.5,263
52.5,253
57.5,273
62.5,293
67.5,359
72.5,393
77.5,424
82.5,427
87.5,432
92.5,432
97.5,474
102.5,426
107.5,373
112.5,339
117.5,316
122.5,378
127.5,402
132.5,421
137.5,342
142.5,407
147.5,382
152.5,387
157.5,412
162.5,419
167.5,375
172.5,314
177.5,333
